epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,130.586,1.3549,1.50454,1.41416,0.66553,0.28919,0.29303,0.15363,1.71913,2.58924,1.83917,0.0008375,0.0008375,0.0008375
42,132.737,1.41585,1.49893,1.43008,0.64587,0.23974,0.32122,0.18375,1.80096,2.41663,1.86446,0.000827187,0.000827187,0.000827187
43,134.957,1.3564,1.46195,1.4025,0.51624,0.35251,0.38033,0.21108,1.83338,2.28926,1.89108,0.000816875,0.000816875,0.000816875
44,137.122,1.43056,1.53267,1.45181,0.67065,0.29452,0.38664,0.19817,1.83412,2.27406,1.97881,0.000806562,0.000806562,0.000806562
45,139.3,1.38992,1.44971,1.41824,0.64438,0.364,0.45496,0.23102,1.8546,2.24041,2.00797,0.00079625,0.00079625,0.00079625
46,141.493,1.37504,1.38812,1.39447,0.56579,0.45711,0.46199,0.2212,1.85164,2.1752,1.93102,0.000785938,0.000785938,0.000785938
47,143.71,1.346,1.37731,1.37535,0.61644,0.38184,0.42851,0.22507,1.76599,2.13391,1.82979,0.000775625,0.000775625,0.000775625
48,145.881,1.40506,1.4185,1.44198,0.79268,0.30302,0.45932,0.23837,1.80682,2.15374,1.81613,0.000765313,0.000765313,0.000765313
49,148.045,1.35272,1.32329,1.36855,0.57871,0.45933,0.57412,0.29442,1.68845,2.01252,1.76959,0.000755,0.000755,0.000755
50,150.214,1.35891,1.37729,1.40715,0.61305,0.48013,0.58015,0.27681,1.83068,1.94192,1.85259,0.000744688,0.000744688,0.000744688
51,152.393,1.34136,1.34827,1.39778,0.63507,0.43725,0.52285,0.24419,1.86626,1.85352,1.98996,0.000734375,0.000734375,0.000734375
52,154.548,1.3406,1.32265,1.40496,0.58272,0.52923,0.53387,0.2624,1.79865,1.86192,1.89737,0.000724062,0.000724062,0.000724062
53,156.727,1.30064,1.29403,1.35943,0.71562,0.56713,0.65653,0.3255,1.764,1.59875,1.85297,0.00071375,0.00071375,0.00071375
54,158.892,1.33047,1.33848,1.35684,0.56119,0.59352,0.61178,0.32928,1.73316,1.65441,1.77568,0.000703437,0.000703437,0.000703437
55,161.074,1.31545,1.27966,1.33836,0.69298,0.5306,0.58438,0.30577,1.7265,1.70119,1.76868,0.000693125,0.000693125,0.000693125
56,163.215,1.25607,1.28248,1.35883,0.59535,0.56298,0.58369,0.27563,1.68756,1.63984,1.76595,0.000682813,0.000682813,0.000682813
57,165.371,1.249,1.21602,1.31933,0.64266,0.48399,0.58867,0.2825,1.69874,1.611,1.78324,0.0006725,0.0006725,0.0006725
58,167.53,1.25346,1.16776,1.30456,0.73491,0.54415,0.59876,0.30675,1.72831,1.60534,1.75136,0.000662188,0.000662188,0.000662188
59,169.705,1.29027,1.23637,1.35114,0.66929,0.57314,0.60932,0.30965,1.78822,1.59551,1.77622,0.000651875,0.000651875,0.000651875
60,171.893,1.27036,1.23442,1.34909,0.75132,0.55148,0.59263,0.30222,1.7417,1.62916,1.73333,0.000641562,0.000641562,0.000641562
61,174.089,1.22895,1.22053,1.33868,0.6978,0.54959,0.60745,0.3149,1.706,1.61522,1.80809,0.00063125,0.00063125,0.00063125
62,176.245,1.25806,1.14475,1.30582,0.66786,0.49263,0.59399,0.31574,1.81626,1.71837,1.93284,0.000620938,0.000620938,0.000620938
63,178.372,1.19081,1.14505,1.29114,0.64306,0.50856,0.60977,0.33656,1.68274,1.71364,1.81848,0.000610625,0.000610625,0.000610625
64,180.59,1.24624,1.1581,1.30246,0.59004,0.58103,0.65207,0.35459,1.71812,1.80496,1.84424,0.000600313,0.000600313,0.000600313
65,182.776,1.22372,1.13183,1.30471,0.61166,0.51473,0.62379,0.34023,1.69022,1.57344,1.77228,0.00059,0.00059,0.00059
66,184.975,1.1681,1.09757,1.26855,0.62819,0.5979,0.66129,0.35402,1.68741,1.45869,1.71232,0.000579688,0.000579688,0.000579688
67,187.154,1.16756,1.07752,1.23969,0.63776,0.62733,0.63917,0.32169,1.66456,1.47441,1.71424,0.000569375,0.000569375,0.000569375
68,189.322,1.07821,1.03701,1.22734,0.74484,0.55142,0.6867,0.39406,1.51434,1.42973,1.6392,0.000559062,0.000559062,0.000559062
69,191.505,1.19653,1.13101,1.30302,0.60152,0.61958,0.68052,0.39324,1.56906,1.66686,1.73739,0.00054875,0.00054875,0.00054875
70,193.728,1.13813,1.064,1.2535,0.76702,0.55814,0.65908,0.38014,1.6179,1.72489,1.76808,0.000538438,0.000538438,0.000538438
71,195.892,1.12289,1.06805,1.25419,0.74873,0.56343,0.64768,0.40486,1.56896,1.4652,1.71526,0.000528125,0.000528125,0.000528125
72,198.036,1.1081,1.01577,1.2243,0.72551,0.5576,0.66419,0.41389,1.54236,1.4113,1.65342,0.000517813,0.000517813,0.000517813
73,200.2,1.16929,1.06242,1.25549,0.69511,0.66271,0.72236,0.4249,1.56407,1.22906,1.64643,0.0005075,0.0005075,0.0005075
74,202.381,1.19528,1.06538,1.30377,0.75594,0.69275,0.77852,0.43356,1.61304,1.18063,1.65748,0.000497188,0.000497188,0.000497188
75,204.616,1.09396,1.00225,1.23467,0.70886,0.72676,0.78535,0.4399,1.6393,1.23104,1.71873,0.000486875,0.000486875,0.000486875
76,206.815,1.14182,1.05042,1.23893,0.7427,0.68497,0.77878,0.43788,1.56523,1.18601,1.66477,0.000476562,0.000476562,0.000476562
77,208.981,1.12426,0.99388,1.24556,0.8351,0.64534,0.78477,0.43744,1.54031,1.20739,1.63653,0.00046625,0.00046625,0.00046625
78,211.144,1.12883,0.99674,1.26473,0.75466,0.64812,0.73211,0.41106,1.52936,1.29707,1.6396,0.000455937,0.000455937,0.000455937
79,213.274,1.09054,0.9586,1.22689,0.76165,0.6564,0.72657,0.43226,1.51668,1.37399,1.60894,0.000445625,0.000445625,0.000445625
80,215.45,1.09761,1.01838,1.229,0.71002,0.67254,0.70738,0.4257,1.52803,1.37249,1.63603,0.000435312,0.000435312,0.000435312
81,217.61,1.03074,0.93216,1.18091,0.71698,0.66473,0.72016,0.41569,1.55907,1.30265,1.69755,0.000425,0.000425,0.000425
82,219.825,1.08973,0.94941,1.1892,0.78686,0.59093,0.6878,0.41521,1.50969,1.29684,1.61904,0.000414688,0.000414688,0.000414688
83,221.959,1.05669,0.94523,1.2172,0.81367,0.55577,0.68058,0.40986,1.53921,1.32085,1.6039,0.000404375,0.000404375,0.000404375
84,224.091,1.04571,0.93838,1.17683,0.7939,0.56912,0.69181,0.39657,1.56845,1.27902,1.59457,0.000394063,0.000394063,0.000394063
85,226.263,1.07898,0.98509,1.20437,0.86546,0.62019,0.74248,0.4397,1.54248,1.18812,1.58516,0.00038375,0.00038375,0.00038375
86,228.397,1.0449,0.92349,1.19805,0.87386,0.69261,0.76151,0.44833,1.49535,1.1864,1.572,0.000373437,0.000373437,0.000373437
87,230.613,0.99951,0.87845,1.18146,0.83543,0.63271,0.75699,0.43323,1.48487,1.13505,1.60052,0.000363125,0.000363125,0.000363125
88,232.777,1.0349,0.92525,1.19432,0.75417,0.69448,0.75685,0.43949,1.48402,1.13263,1.61792,0.000352812,0.000352812,0.000352812
89,234.909,1.0033,0.89265,1.18249,0.68792,0.74066,0.76283,0.45084,1.46191,1.09226,1.60312,0.0003425,0.0003425,0.0003425
90,237.063,0.98948,0.8533,1.16777,0.75146,0.72954,0.80395,0.48295,1.43939,1.06272,1.5707,0.000332187,0.000332187,0.000332187
91,239.235,1.05656,0.96653,1.20715,0.84,0.67166,0.79696,0.48549,1.44657,1.05863,1.56128,0.000321875,0.000321875,0.000321875
92,241.415,1.03501,0.87442,1.17549,0.79576,0.80368,0.82183,0.5123,1.40394,1.00713,1.53375,0.000311563,0.000311563,0.000311563
93,243.638,1.05714,0.91226,1.19916,0.81996,0.76336,0.83723,0.52833,1.37689,0.93281,1.50723,0.00030125,0.00030125,0.00030125
94,245.804,0.94826,0.82394,1.10795,0.84571,0.75166,0.84261,0.544,1.38117,0.92725,1.49526,0.000290937,0.000290937,0.000290937
95,247.994,1.00059,0.84407,1.14309,0.79087,0.72523,0.81148,0.52208,1.40755,0.94375,1.5189,0.000280625,0.000280625,0.000280625
96,250.173,1.02294,0.87254,1.17238,0.84951,0.70662,0.80228,0.51848,1.43034,0.99931,1.55723,0.000270313,0.000270313,0.000270313
97,252.304,0.93439,0.80079,1.14351,0.843,0.70662,0.80117,0.51366,1.42047,0.98522,1.53213,0.00026,0.00026,0.00026
98,254.438,1.00515,0.90405,1.17254,0.86587,0.70006,0.79784,0.51425,1.38344,0.9348,1.51524,0.000249687,0.000249687,0.000249687
99,256.636,0.96442,0.90013,1.16462,0.87804,0.69483,0.80458,0.52775,1.3841,0.89376,1.53787,0.000239375,0.000239375,0.000239375
100,258.763,0.91542,0.80905,1.14372,0.88868,0.68181,0.83209,0.5263,1.43145,0.90323,1.58286,0.000229063,0.000229063,0.000229063
101,260.892,0.99247,0.88871,1.14992,0.82059,0.7567,0.83916,0.53149,1.42863,0.89792,1.58717,0.00021875,0.00021875,0.00021875
102,263.033,0.98881,0.87432,1.17382,0.81855,0.73837,0.84004,0.53056,1.43475,0.91108,1.59196,0.000208438,0.000208438,0.000208438
103,265.176,0.98761,0.83784,1.16843,0.85578,0.71913,0.81501,0.53121,1.40169,0.92398,1.55242,0.000198125,0.000198125,0.000198125
104,267.327,0.93759,0.80033,1.13608,0.87682,0.75206,0.82171,0.53783,1.38508,0.92693,1.51951,0.000187813,0.000187813,0.000187813
105,269.506,0.94384,0.83544,1.1489,0.85151,0.79474,0.835,0.54589,1.42443,0.92457,1.54651,0.0001775,0.0001775,0.0001775
106,271.678,0.91349,0.83425,1.15706,0.87061,0.76322,0.83487,0.54339,1.43087,0.94997,1.55113,0.000167188,0.000167188,0.000167188
107,273.857,0.9064,0.78625,1.10927,0.84368,0.73619,0.81803,0.5362,1.39918,0.92972,1.52644,0.000156875,0.000156875,0.000156875
108,276.003,0.88993,0.79914,1.10352,0.84583,0.72936,0.81962,0.53276,1.40385,0.90519,1.5467,0.000146562,0.000146562,0.000146562
109,278.14,0.94644,0.85268,1.14397,0.83227,0.7159,0.83064,0.53365,1.43142,0.93277,1.58519,0.00013625,0.00013625,0.00013625
110,280.265,0.88956,0.78366,1.09972,0.8376,0.70799,0.83832,0.54414,1.42452,0.91844,1.57149,0.000125938,0.000125938,0.000125938
111,294.926,0.77695,0.87124,1.0426,0.83781,0.72111,0.8511,0.55398,1.41025,0.91711,1.53395,0.000115625,0.000115625,0.000115625
112,297.425,0.74441,0.78814,1.00197,0.82499,0.71141,0.8464,0.54854,1.44626,0.95966,1.56619,0.000105312,0.000105312,0.000105312
113,299.907,0.78698,0.77106,1.01832,0.84645,0.75374,0.85388,0.53996,1.42123,0.98187,1.53275,9.5e-05,9.5e-05,9.5e-05
114,303.005,0.69376,0.72503,0.99582,0.83917,0.78333,0.85731,0.54566,1.40057,0.97963,1.51333,8.46875e-05,8.46875e-05,8.46875e-05
115,305.53,0.7372,0.72951,1.0188,0.91301,0.74851,0.85782,0.55328,1.39167,0.97467,1.51892,7.4375e-05,7.4375e-05,7.4375e-05
116,308.023,0.73994,0.69082,0.98173,0.84626,0.76171,0.84905,0.5542,1.38733,0.94737,1.53416,6.40625e-05,6.40625e-05,6.40625e-05
117,310.365,0.66738,0.67033,0.97008,0.84481,0.72563,0.84214,0.54804,1.38598,0.93083,1.55052,5.375e-05,5.375e-05,5.375e-05
118,312.487,0.68291,0.68493,0.9644,0.85193,0.72521,0.84494,0.54998,1.36273,0.91007,1.53971,4.34375e-05,4.34375e-05,4.34375e-05
119,314.593,0.65116,0.6569,0.97176,0.77646,0.7772,0.8476,0.56177,1.3554,0.89461,1.5323,3.3125e-05,3.3125e-05,3.3125e-05
120,316.708,0.67244,0.64533,0.95394,0.7802,0.78126,0.8488,0.56423,1.3538,0.88965,1.53376,2.28125e-05,2.28125e-05,2.28125e-05
